"상태","업체명","식별번호","규격","2025-12-17","2025-12-18","2025-12-22","변동액","계약종료일"
"SAME","주식회사 컴버스테크","24766810","인터랙티브화이트보드, 컴버스테크, NZ86ZL, 217.4cm, IR센서/손/모든물체/터치펜/LED","7050000","7050000","7050000","0","2026.05.01"
"SAME","엠에스원디지털 주식회사","25644620","인터랙티브화이트보드, 엠에스원디지털, MT-Q86P, 217.4cm, IR센서/손/도구/펜/LED","7100000","7100000","7100000","0","2026.03.25"
"SAME","주식회사문교에듀텍","25357507","인터랙티브화이트보드, 문교에듀텍, MGEB-86AO, 217.7cm, IR센서/손/모든물체/LED","7100000","7100000","7100000","0","2026.05.19"
"SAME","주식회사 컴버스테크","24386404","인터랙티브화이트보드, 컴버스테크, NB86ZG, 217.8cm, IR센서/리모트컨트롤러/손/LED","7120000","7120000","7120000","0","2026.05.01"
"SAME","(주)테크커넥트","25440942","인터랙티브화이트보드, 테크커넥트, CM-8604, 217.4cm, IR센서/손/도구/LED","7140000","7140000","7140000","0","2026.01.30"
"SAME","주식회사 에이텍컴퓨터","25598300","인터랙티브화이트보드, 에이텍컴퓨터, A8GC-2XTST, 217.4cm, IR센서/손/모든물체/터치펜/LED","7150000","7150000","7150000","0","2026.04.23"
"SAME","주식회사 문교에스티","25553181","인터랙티브화이트보드, 문교에스티, MGEBKY-86AO, 217.7cm, IR센서/손/모든물체/LED","7150000","7150000","7150000","0","2026.12.18"
"SAME","탐소리큐브(주)","25190660","인터랙티브화이트보드, 탐소리큐브, TG13-S86TOC, 217.4cm, IR센서/손/도구/LED","7200000","7200000","7200000","0","2026.02.14"
"SAME","주식회사 와이에스엠","25144255","인터랙티브화이트보드, 와이에스엠, YSM-C86TO, 217.4cm, IR센서/손/도구/LED","7200000","7200000","7200000","0","2026.05.08"
"SAME","주식회사 현대아이티","24018778","인터랙티브화이트보드, 현대아이티, E86UAGI, 217.4cm, IR센서/손/도구/LED","7292000","7292000","7292000","0","2027.01.06"
"SAME","주식회사 리퓨터","25366283","인터랙티브화이트보드, 리퓨터, eBoardPro86V3, 217.4cm, IR센서/손/도구/LED","7300000","7300000","7300000","0","2026.01.22"
"SAME","(사)희망근로장애인협회 통신사업단","25311807","인터랙티브화이트보드, 희망근로장애인협회통신사업단, HM-8685, 217.4cm, IR센서/손/도구/LED","7300000","7300000","7300000","0","2026.04.24"
"SAME","주식회사 컴버스테크","25284441","인터랙티브화이트보드, 컴버스테크, NQN86ZL, 217.4cm, IR센서/손/도구/펜/LED","7330000","7330000","7330000","0","2026.05.01"
"SAME","주식회사 수운","25440195","인터랙티브화이트보드, 수운, SIW86F1-C0, 218.4cm, IR센서/손/모든물체/터치펜/LED","7400000","7400000","7400000","0","2026.01.18"
"SAME","네오프랜드(주)","25236176","인터랙티브화이트보드, 네오프랜드, NEOM-ON86-OPS, 217.2cm, On Cell방식/손/펜/LED","7400000","7400000","7400000","0","2026.06.04"
"SAME","아이에스시스템 주식회사","25460964","인터랙티브화이트보드, 아이에스시스템, ISS-86AC, 217.4cm, IR센서/손/도구/LED","7480000","7480000","7480000","0","2026.05.29"
"SAME","주식회사 메이닉스","25369197","인터랙티브화이트보드, 메이닉스, Mai-Phoenix 86D, 217.4cm, IR센서/손/도구/LED","7500000","7500000","7500000","0","2026.07.28"
"SAME","주식회사 현대아이티","25208788","인터랙티브화이트보드, 현대아이티, HDP E86UPGI, 217.4cm, IR센서/손/도구/LED","7500000","7500000","7500000","0","2027.01.06"
"SAME","네오프랜드(주)","25236178","인터랙티브화이트보드, 네오프랜드, NEOM-ON86CM-OPS, 217.2cm, On Cell방식/손/펜/LED","7700000","7700000","7700000","0","2026.06.04"
"SAME","(주)테크커넥트","25452835","인터랙티브화이트보드, 테크커넥트, CHALK-2000S, 217.4cm, IR센서/손/도구/LED","8330000","8330000","8330000","0","2026.01.30"
"SAME","주식회사 현대아이티","24825775","인터랙티브화이트보드, 현대아이티, E86UNGI, 217.4cm, IR센서/손/도구/LED","8440000","8440000","8440000","0","2027.01.06"
"SAME","(주)테크커넥트","25361252","인터랙티브화이트보드, 테크커넥트, CM-8603, 217.4cm, IR센서/손/도구/LED","8690000","8690000","8690000","0","2026.01.30"
"SAME","(주)테크커넥트","25198447","인터랙티브화이트보드, 테크커넥트, CM-8601P, 217.4cm, IR센서/손/도구/LED","8800000","8800000","8800000","0","2026.01.30"
"SAME","주식회사 메이닉스","25369198","인터랙티브화이트보드, 메이닉스, Mai-Phoenix 86E, 217.4cm, IR센서/손/도구/LED","8900000","8900000","8900000","0","2026.07.28"
"NEW","이솔정보통신 주식회사","25442404","인터랙티브화이트보드, 이솔정보통신, HCB-5286G, 217.4cm, IR센서/손/도구/LED","","","4800000","0","2028.09.18"
"NEW","이솔정보통신 주식회사","25442405","인터랙티브화이트보드, 이솔정보통신, HCB-5286G1, 217.4cm, IR센서/손/도구/LED","","","4920000","0","2028.09.18"
"NEW","주식회사 에이텍컴퓨터","25598297","인터랙티브화이트보드, 에이텍컴퓨터, A8GC-2XTNP, 217.4cm, IR센서/손/모든물체/터치펜/LED","","","5900000","0","2026.04.23"
